1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",бассейн|убежище|околица|расположение|манеж|гнездо|деревня
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",хутор|царство|угол|урочище|профессия|роль|отделение
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",район|областной центр|владение|объем|служба|житница|склад
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",промысел|край|помещение|пункт|поместье|обязанность|закоулок
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",ипподром|казнохранилище|область|мастерство|станция|земля|местонахождение
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",искусство|станица|месторасположение|местоположение|простор|весь|хранилище
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",дело|вместилище|промежуток|складочное место|околоток|крепость|страна
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",уголок|губерния|остановка|призвание|звание|арена|окраина
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",сокровищница|пребывание|улица|функция|город|синекура|отправление
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",государство|ремесло|регион|водовместилище|поле|село|местечко
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",библиотека|водоем|гнездилище|округ|поселение|территория|резервуар
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",поселок|ризница|аул|работа|трек|графство|аквариум
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",столица|локализация|уезд|площадь|книгохранилище|полоса|циклодром
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",местопребывание|пост|приют|база|амплуа|кабинет|специальность
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",местность|рукоделие|форум|сосредоточение|поляна|ристалище|статус
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",положение|локация|координаты|депо|поприще|должность|округа
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",торговля|сторона|круг|пространство|колония|позиция|арсенал
1,substitutions,1465224437797,1_1,multiple,"Удачно скомпонованное рабочее *место* обеспечивает приемлемую посадку даже водителю выше среднего роста.",занятие|промышленность|точка
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",бассейн|убежище|околица|расположение|манеж|гнездо|деревня
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",хутор|царство|угол|урочище|профессия|роль|отделение
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",район|областной центр|владение|объем|служба|житница|склад
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",промысел|край|помещение|пункт|поместье|обязанность|закоулок
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",ипподром|казнохранилище|область|мастерство|станция|земля|местонахождение
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",искусство|станица|месторасположение|местоположение|простор|весь|хранилище
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",дело|вместилище|промежуток|складочное место|околоток|крепость|страна
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",уголок|губерния|остановка|призвание|звание|арена|окраина
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",сокровищница|пребывание|улица|функция|город|синекура|отправление
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",государство|ремесло|регион|водовместилище|поле|село|местечко
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",библиотека|водоем|гнездилище|округ|поселение|территория|резервуар
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",поселок|ризница|аул|работа|трек|графство|аквариум
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",столица|локализация|уезд|площадь|книгохранилище|полоса|циклодром
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",местопребывание|пост|приют|база|амплуа|кабинет|специальность
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",местность|рукоделие|форум|сосредоточение|поляна|ристалище|статус
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",положение|локация|координаты|депо|поприще|должность|округа
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",торговля|сторона|круг|пространство|колония|позиция|арсенал
2,substitutions,1465224437797,2_1,multiple,"После родов сука съедает *место*.",занятие|промышленность|точка
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",бассейн|убежище|околица|расположение|манеж|гнездо|деревня
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",хутор|царство|угол|урочище|профессия|роль|отделение
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",район|областной центр|владение|объем|служба|житница|склад
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",промысел|край|помещение|пункт|поместье|обязанность|закоулок
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",ипподром|казнохранилище|область|мастерство|станция|земля|местонахождение
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",искусство|станица|месторасположение|местоположение|простор|весь|хранилище
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",дело|вместилище|промежуток|складочное место|околоток|крепость|страна
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",уголок|губерния|остановка|призвание|звание|арена|окраина
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",сокровищница|пребывание|улица|функция|город|синекура|отправление
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",государство|ремесло|регион|водовместилище|поле|село|местечко
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",библиотека|водоем|гнездилище|округ|поселение|территория|резервуар
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",поселок|ризница|аул|работа|трек|графство|аквариум
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",столица|локализация|уезд|площадь|книгохранилище|полоса|циклодром
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",местопребывание|пост|приют|база|амплуа|кабинет|специальность
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",местность|рукоделие|форум|сосредоточение|поляна|ристалище|статус
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",положение|локация|координаты|депо|поприще|должность|округа
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",торговля|сторона|круг|пространство|колония|позиция|арсенал
3,substitutions,1465224437797,3_1,multiple,"На каждом съезде выступали делегаты с *мест* и говорили, что до регионов деньги не доходят.",занятие|промышленность|точка
4,substitutions,1465224437797,4_1,multiple,"Небо ясно, под небом *места* много всем.",бассейн|убежище|околица|расположение|манеж|гнездо|деревня
